materials ,nA,nB,nX,rA,rB,rX,(rA/rB),(rA/rX),(rB/rX),exp_label
CdSnO3,2,4,-2,1.31,0.69,1.4,1.898550725,0.935714286,0.492857143,1
CdTiO3,2,4,-2,1.31,0.6,1.4,2.183333333,0.935714286,0.428571429,1
CeGaO3,3,3,-2,1.34,0.62,1.4,2.161290323,0.957142857,0.442857143,1
CeTiO3,4,2,-2,1.14,0.86,1.4,1.325581395,0.814285714,0.614285714,1
CeTmO3,3,3,-2,1.34,0.88,1.4,1.522727273,0.957142857,0.628571429,1
CeYbO3,3,3,-2,1.34,0.87,1.4,1.540229885,0.957142857,0.621428571,1
CsPbCl3,1,2,-1,1.88,1.19,1.81,1.579831933,1.038674033,0.657458564,1
TlMnCl3,1,2,-1,1.7,0.83,1.81,2.048192771,0.939226519,0.458563536,1
NaCoF3,1,2,-1,1.39,0.74,1.33,1.878378378,1.045112782,0.556390977,1
SmCoO3,3,3,-2,1.24,0.61,1.4,2.032786885,0.885714286,0.435714286,1
TbCoO3,3,3,-2,1.1,0.61,1.4,1.803278689,0.785714286,0.435714286,1
TlCrF3,1,2,-1,1.7,0.8,1.33,2.125,1.278195489,0.601503759,1
HoCrO3,3,3,-2,1.12,0.62,1.4,1.806451613,0.8,0.442857143,1
SmCrO3,3,3,-2,1.24,0.62,1.4,2,0.885714286,0.442857143,1
TbCrO3,3,3,-2,1.1,0.62,1.4,1.774193548,0.785714286,0.442857143,1
CsHgF3,1,2,-1,1.88,1.02,1.33,1.843137255,1.413533835,0.766917293,1
CsPbF3,1,2,-1,1.88,1.19,1.33,1.579831933,1.413533835,0.894736842,1
CsSrF3,1,2,-1,1.88,1.18,1.33,1.593220339,1.413533835,0.887218045,1
CsIO3,1,5,-2,1.88,0.95,1.4,1.978947368,1.342857143,0.678571429,1
NaCuF3,1,2,-1,1.39,0.73,1.33,1.904109589,1.045112782,0.54887218,1
DyScO3,3,3,-2,1.08,0.74,1.4,1.459459459,0.771428571,0.528571429,1
LaErO3,3,3,-2,1.36,0.89,1.4,1.528089888,0.971428571,0.635714286,1
ErRhO3,3,3,-2,1.06,0.66,1.4,1.606060606,0.757142857,0.471428571,1
EuRhO3,3,3,-2,1.12,0.66,1.4,1.696969697,0.8,0.471428571,1
EuTiO3,3,3,-2,1.12,0.67,1.4,1.671641791,0.8,0.478571429,1
RbFeF3,1,2,-1,1.72,0.78,1.33,2.205128205,1.293233083,0.586466165,1
RbHgF3,1,2,-1,1.72,1.02,1.33,1.68627451,1.293233083,0.766917293,1
NaVF3,1,2,-1,1.39,0.79,1.33,1.759493671,1.045112782,0.593984962,1
LuFeO3,3,3,-2,1.03,0.64,1.4,1.609375,0.735714286,0.457142857,1
NdFeO3,3,3,-2,1.27,0.64,1.4,1.984375,0.907142857,0.457142857,1
YbFeO3,3,3,-2,1.04,0.64,1.4,1.625,0.742857143,0.457142857,1
GdRhO3,3,3,-2,1.11,0.66,1.4,1.681818182,0.792857143,0.471428571,1
LaHoO3,3,3,-2,1.36,0.9,1.4,1.511111111,0.971428571,0.642857143,1
HoMnO3,3,3,-2,1.12,0.64,1.4,1.75,0.8,0.457142857,1
HoRhO3,3,3,-2,1.12,0.66,1.4,1.696969697,0.8,0.471428571,1
KIO3,1,5,-2,1.64,0.95,1.4,1.726315789,1.171428571,0.678571429,1
RbIO3,1,5,-2,1.72,0.95,1.4,1.810526316,1.228571429,0.678571429,1
KPaO3,1,5,-2,1.64,0.78,1.4,2.102564103,1.171428571,0.557142857,1
LaRhO3,3,3,-2,1.36,0.66,1.4,2.060606061,0.971428571,0.471428571,1
LaRuO3,3,3,-2,1.36,0.68,1.4,2,0.971428571,0.485714286,1
YMnO3,3,3,-2,1.08,0.64,1.4,1.6875,0.771428571,0.457142857,1
NaNbO3,1,5,-2,1.39,0.64,1.4,2.171875,0.992857143,0.457142857,1
NaPaO3,1,5,-2,1.39,0.78,1.4,1.782051282,0.992857143,0.557142857,1
NaSbO3,1,5,-2,1.39,0.6,1.4,2.316666667,0.992857143,0.428571429,1
NaTaO3,1,5,-2,1.39,0.64,1.4,2.171875,0.992857143,0.457142857,1
NaWO3,1,5,-2,1.39,0.62,1.4,2.241935484,0.992857143,0.442857143,1
SmNiO3,3,3,-2,1.24,0.6,1.4,2.066666667,0.885714286,0.428571429,1
TlNiO3,3,3,-2,0.98,0.6,1.4,1.633333333,0.7,0.428571429,1
TmNiO3,3,3,-2,1.05,0.6,1.4,1.75,0.75,0.428571429,1
YbNiO3,3,3,-2,1.04,0.6,1.4,1.733333333,0.742857143,0.428571429,1
PbZrO3,2,4,-2,1.49,0.72,1.4,2.069444444,1.064285714,0.514285714,1
SrPuO3,2,4,-2,1.44,0.86,1.4,1.674418605,1.028571429,0.614285714,1
RbUO3,1,5,-2,1.72,0.76,1.4,2.263157895,1.228571429,0.542857143,1
SmTiO3,3,3,-2,1.24,0.67,1.4,1.850746269,0.885714286,0.478571429,1
SrTiO3,2,4,-2,1.44,0.6,1.4,2.4,1.028571429,0.428571429,1
